,message,sentiment,predicted sentiment
2996,one still standing global warming fuck rest world,1,0
5141,dear climate change denier read,1,1
1811,retweet scientist 13 agency written climate reporetweet buck claim global warming may natural,2,2
7217,retweet dakota access pipeline would huge blow fight climate change noda pl,1,1
3108,retweet beyond global warming hearetweet crisis face worldwide income inequality trump horrific symbol,1,1
8152,social hr reach west apple make eloquent plea take climate change seriously,1,1
4121,earth global warming back around 800 lasted 500 year caused prehistoric suv power plant guess,-1,1
1313,retweet dismantling would pollute air amp water amp contribute global climate change hr 861 amp h,1,1
1620,retweet voted believe equality need comprehensive immigration reform pro choice global warming real,1,1
2228,retweet dont believe global warming must two phd realm science,0,1
15056,man made climate change hoax,-1,-1
76,process climate change occurs naturally not extreme level well eventually severe drought,1,1
12567,may audacious plan yet combat global warming via nbc news mach,1,2
5139,retweet arctic ice melt could trigger uncontrollable climate change global level,2,2
10444,retweet scott pr u t climate change denier received 340000 fossil fuel industry combat climate change,1,1
8435,retweet china accuses trump selfishness climate change,2,2
14288,retweet day tiller dodged climate change q s must turn climate change doc,1,0
1964,pl s publicly oppose dup view abortion sex marriage climate change dup deal,1,1
8141,book change everything say climate change mean change eco mi,0,2
3807,k det te p engels ka climate change denier,0,1
1015,retweet climate change frontline disappearing fishing village bangladesh global warning,2,2
15801,retweet virtually every major issue raising minimum wage climate change pay equity woman majority,1,1
7083,retweet b c forest get 150 million boost battle climate change,2,2
1529,retweet snow bleached anemone crack ice climate change look like,1,1
13174,retweet president elect doesnt believe climate change million people going say mr t,1,1
6532,consensus ndp l dr 2 major issue facing canada today climate change economic inequality,0,1
13399,retweet climate change guardian fix climate change put city not country charge,1,1
3896,retweet big al working get slice twelve trillion dollar amp others demanding fake global warming,-1,-1
11836,retweet physic chemistry real pretend climate change hoax reality well real,1,1
4896,retweet lot journalist dont want politicize human catastrophe talking climate change,1,1
4282,retweet fake news cnn trying blame rainfall towards global warming incredible know,-1,-1
12229,retweet u love 71 february know global warming,1,0
764,butterfly protector informed climate change policy get obe,2,1
9695,steve bann new climate change,0,1
4798,epa chief unconvinced co 2 link global warming,2,2
7358,retweet talking climate choir take church c uz climate change nothing shoretweet o,0,1
678,u worried global warming concerned inbound 16,1,-1
6983,retweet spread word need urgent action climate change reef conservation cop 22 ocean,1,1
10863,nasa released series climate change image trump heat attack epa,2,2
5621,low key not complaining global warming,0,1
430,t nw scary interactive map show water level rise due global warming,1,1
8950,retweet epa remove climate change page website hour ahead climate march,2,2
11159,retweet know aspiring filmmaker high school let know video contest climate change,1,0
756,retweet flood tonight put focus reality climate change amp need action h tt,1,1
12304,donald trump isnt end world climate change may,1,1
5435,retweet follow twitter read blog know catastrophic global warming biggest scam science h,-1,-1
10067,worst defense climate change skepticism ever yes transition team god help u,1,2
9373,retweet 1 st yung cyber technology na kay bilis 2 nd yung social medium 3 rd climate change na di p de bali wal,0,1
687,retweet new york time slammed cancellation punishment climate change heresy,-1,1
6350,1999 ll die due 2 k bug 2008 ditto climate change 2016 hacked not quite say,-1,1
14431,retweet climate denier blame global warming nature nasa data show natural change dont explain observed warming,1,1
12504,city focused sustainability cost reduction amp effect climate change investing big renewable energy,1,1
3111,flash put denies russian weather machine responsible climate change world end ten film eleven,0,1
8222,take action call scott pr u t tell protect american climate change step aside climate change,1,2
10248,retweet wish al gore would s shut stop goring u phony climate change claim,-1,-1
9430,retweet scott pr u t s office deluged angry caller question science global warming,2,2
4066,retweet urgency acting mitigate climate change real can not ignored,2,1
11631,trump would u believe climate change brought u tooth fairy santa s clause sleigh,1,1
2533,canadian government invite trump churchill manitoba fall learn global warming polar bear pt view,1,2
9461,retweet glaciation happening throughout ice age climate change geek mistake global w,-1,2
12074,general electric s ceo take aim trump s approach climate change fortune fortune magazine march 30 2017,2,2
